ID,Case Number,Date,Primary Type,Crime Category,Description,Location Description,Arrest,District,Latitude,Longitude,Year,Month,Month_Name,Day,Hour,DayOfWeek,Day_Name,IsWeekend,IsNight,Hour_sin,Hour_cos,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos,X_meters,Y_meters,Grid_Lat,Grid_Lon,Grid_ID,KMeans_Cluster,DBSCAN_Cluster,Hierarchical_Cluster
1000165,JG708361,2023-09-01 22:41:45,THEFT,Property,THEFT,RESIDENCE,True,District 18,41.9079436995662,-87.64022492581545,2023,9,Sep,1,22,4,Friday,0,1,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,-7254707.996344524,4659957.162095644,41.910000000000004,-87.64,41.91_-87.64,1,0,0
1000166,JG856363,2023-09-16 16:22:27,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,STREET,True,District 1,41.88966620382459,-87.61617019573472,2023,9,Sep,16,16,5,Saturday,1,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,-7252716.786910566,4657924.794490187,41.89,-87.62,41.89_-87.62,1,0,0
1000167,JG316312,2023-10-30 07:51:52,BATTERY,Violent,BATTERY,STREET,False,District 15,41.871613383046856,-87.75756649950715,2023,10,Oct,30,7,0,Monday,0,0,0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,0.0,1.0,-7264421.331216558,4655917.409635366,41.87,-87.76,41.87_-87.76,0,1,1
1000168,JG846101,2024-01-20 06:18:06,BATTERY,Violent,BATTERY,SIDEWALK,False,District 1,41.88014713044297,-87.6181020844231,2024,1,Jan,20,6,5,Saturday,1,0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-7252876.7053535795,4656866.32036177,41.88,-87.62,41.88_-87.62,4,0,0
1000169,JG591357,2023-09-01 04:17:50,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,STREET,False,District 18,41.89466637010166,-87.59698999783242,2023,9,Sep,1,4,4,Friday,0,1,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,-7251129.08291721,4658480.788380547,41.89,-87.60000000000001,41.89_-87.6,1,0,0
1000170,JG875521,2023-10-20 12:59:40,BURGLARY,Property,BURGLARY,APARTMENT,False,District 1,41.89948596342244,-87.62153615533313,2023,10,Oct,20,12,4,Friday,0,0,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-7253160.9718728885,4659016.703446545,41.9,-87.62,41.9_-87.62,1,0,0
1000171,JG569461,2023-12-13 04:46:17,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,SIDEWALK,True,District 15,41.89420292719088,-87.77745656199419,2023,12,Dec,13,4,2,Wednesday,0,1,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,-7266067.796586708,4658429.255808899,41.89,-87.78,41.89_-87.78,0,1,1
1000172,JG182644,2023-03-05 22:24:09,BURGLARY,Property,BURGLARY,STREET,False,District 18,41.89470660022286,-87.63259866380389,2023,3,Mar,5,22,6,Sunday,1,1,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-7254076.70741248,4658485.261772102,41.89,-87.63,41.89_-87.63,1,0,0
1000173,JG587688,2024-04-19 09:21:15,BATTERY,Violent,BATTERY,SIDEWALK,False,District 18,41.92296429322085,-87.62666466266049,2024,4,Apr,19,9,4,Friday,0,0,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-7253585.500942143,4661627.378212228,41.92,-87.63,41.92_-87.63,1,-1,0
1000174,JG746795,2024-03-05 07:59:53,THEFT,Property,THEFT,STREET,False,District 1,41.89095195760647,-87.63795920841979,2024,3,Mar,5,7,1,Tuesday,0,0,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,-7254520.444131807,4658067.7639851235,41.89,-87.64,41.89_-87.64,1,0,0
1000175,JG546416,2023-07-15 22:32:53,BURGLARY,Property,BURGLARY,RESIDENCE,True,District 18,41.90272695786836,-87.66649032323569,2023,7,Jul,15,22,5,Saturday,1,1,-0.5000000000000004,0.8660254037844384,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,-7256882.20104166,4659377.086083994,41.9,-87.67,41.9_-87.67,1,0,0
1000176,JG949359,2024-01-25 12:49:43,BATTERY,Violent,BATTERY,RESIDENCE,True,District 18,41.90774150655891,-87.6454586390386,2024,1,Jan,25,12,3,Thursday,0,0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-7255141.2341779815,4659934.679227975,41.910000000000004,-87.65,41.91_-87.65,1,0,0
1000177,JG614884,2023-02-19 01:56:04,THEFT,Property,THEFT,APARTMENT,False,District 1,41.86459497190704,-87.63188651333422,2023,2,Feb,19,1,6,Sunday,1,1,0.25881904510252074,0.9659258262890683,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-7254017.756814038,4655136.996845561,41.86,-87.63,41.86_-87.63,4,0,4
1000178,JG152050,2023-03-20 00:06:58,BATTERY,Violent,BATTERY,RESIDENCE,False,District 18,41.90215326932133,-87.6362009945071,2023,3,Mar,20,0,0,Monday,0,1,0.0,1.0,1.0,6.123233995736766e-17,0.0,1.0,-7254374.902189824,4659313.294739978,41.9,-87.64,41.9_-87.64,1,0,0
1000179,JG134232,2024-02-01 11:40:54,NARCOTICS,Public Order,NARCOTICS,APARTMENT,True,District 15,41.878993693953454,-87.75426662967892,2024,2,Feb,1,11,3,Thursday,0,0,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-7264148.173633383,4656738.063898773,41.88,-87.75,41.88_-87.75,0,1,1
1000180,JG584635,2024-02-29 03:34:41,NARCOTICS,Public Order,NARCOTICS,SIDEWALK,False,District 1,41.8685106731501,-87.6321034992127,2024,2,Feb,29,3,3,Thursday,0,1,0.7071067811865476,0.7071067811865476,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-7254035.718534117,4655572.403559455,41.87,-87.63,41.87_-87.63,4,0,4
1000181,JG442800,2023-03-12 05:05:30,ASSAULT,Violent,ASSAULT,RESIDENCE,False,District 18,41.88436920544719,-87.63190998811139,2023,3,Mar,12,5,6,Sunday,1,1,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-7254019.700015963,4657335.794330616,41.88,-87.63,41.88_-87.63,1,0,0
1000182,JG950453,2023-11-14 16:45:47,THEFT,Property,THEFT,RESIDENCE,False,District 1,41.87672187176621,-87.62762948726967,2023,11,Nov,14,16,1,Tuesday,0,0,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,-7253665.367473901,4656485.448448386,41.88,-87.63,41.88_-87.63,4,0,0
1000183,JG405058,2023-07-28 13:19:30,THEFT,Property,THEFT,SIDEWALK,False,District 1,41.90893912207629,-87.6452994623644,2023,7,Jul,28,13,4,Friday,0,0,-0.2588190451025208,-0.9659258262890683,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-7255128.057805008,4660067.848181519,41.910000000000004,-87.65,41.91_-87.65,1,0,0
1000184,JG426000,2023-11-17 10:23:42,BATTERY,Violent,BATTERY,STREET,False,District 20,41.99086298722849,-87.69203091899868,2023,11,Nov,17,10,4,Friday,0,0,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-7258996.407896674,4669177.3789401585,41.99,-87.69,41.99_-87.69,3,-1,2
1000185,JG211290,2023-10-28 15:50:25,THEFT,Property,THEFT,APARTMENT,False,District 18,41.8783696596167,-87.63114817482605,2023,10,Oct,28,15,5,Saturday,1,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-7253956.63841454,4656668.67435063,41.88,-87.63,41.88_-87.63,4,0,0
1000186,JG671086,2023-01-29 12:43:11,THEFT,Property,THEFT,SIDEWALK,False,District 20,41.97240146439886,-87.64741129334695,2023,1,Jan,29,12,6,Sunday,1,0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,-7255302.8715635175,4667124.548427885,41.97,-87.65,41.97_-87.65,3,3,2
1000187,JG279858,2024-04-30 19:52:12,THEFT,Property,THEFT,STREET,True,District 15,41.8868573083452,-87.76247425752078,2024,4,Apr,30,19,1,Tuesday,0,0,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,-7264827.587034999,4657612.459131989,41.89,-87.76,41.89_-87.76,0,1,1
1000188,JG138382,2024-06-15 16:49:27,THEFT,Property,THEFT,CONVENIENCE STORE,False,District 15,41.89012934589287,-87.76108022911662,2024,6,Jun,15,16,5,Saturday,1,0,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,-7264712.191746826,4657976.293609629,41.89,-87.76,41.89_-87.76,0,1,1
1000189,JG123473,2023-03-29 12:02:27,THEFT,Property,THEFT,STREET,False,District 1,41.87928494933165,-87.63162483204383,2023,3,Mar,29,12,2,Wednesday,0,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,-7253996.0952841705,4656770.45006392,41.88,-87.63,41.88_-87.63,4,0,0
1000190,JG263993,2023-12-01 11:18:33,THEFT,Property,THEFT,PARKING LOT,False,District 15,41.886991821665454,-87.76470902472175,2023,12,Dec,1,11,4,Friday,0,0,0.258819045102521,-0.9659258262890682,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,-7265012.57724351,4657627.416351427,41.89,-87.76,41.89_-87.76,0,1,1
1000191,JG483595,2024-02-18 21:29:59,BATTERY,Violent,BATTERY,STREET,False,District 15,41.89401582406186,-87.75796142289447,2024,2,Feb,18,21,6,Sunday,1,0,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-7264454.022299429,4658408.450861456,41.89,-87.76,41.89_-87.76,0,1,1
1000192,JG860123,2024-01-07 04:16:23,BURGLARY,Property,BURGLARY,SIDEWALK,False,District 15,41.883313200182585,-87.77462297955113,2024,1,Jan,7,4,6,Sunday,1,1,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,-7265833.237476147,4657218.37174049,41.88,-87.77,41.88_-87.77,0,1,1
1000193,JG523211,2023-07-16 23:25:11,BURGLARY,Property,BURGLARY,RESIDENCE,False,District 1,41.85806264993519,-87.60509438292033,2023,7,Jul,16,23,6,Sunday,1,1,-0.25881904510252157,0.9659258262890681,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,-7251799.9500601515,4654410.63477979,41.86,-87.61,41.86_-87.61,4,0,4
1000194,JG603223,2023-08-19 15:10:31,BATTERY,Violent,BATTERY,SIDEWALK,False,District 20,41.95930198522861,-87.66622827572677,2023,8,Aug,19,15,5,Saturday,1,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-7256860.509196848,4665667.950790532,41.96,-87.67,41.96_-87.67,3,3,2
1000195,JG513666,2023-07-10 04:45:35,BATTERY,Violent,BATTERY,STREET,False,District 15,41.90027621883144,-87.78128234083478,2023,7,Jul,10,4,0,Monday,0,1,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-7266384.488018873,4659104.575960153,41.9,-87.78,41.9_-87.78,0,1,1
1000196,JG592330,2023-12-01 14:20:40,NARCOTICS,Public Order,NARCOTICS,STREET,False,District 15,41.87015836700499,-87.76912891128943,2023,12,Dec,1,14,4,Friday,0,0,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,-7265378.447897682,4655755.61900985,41.87,-87.77,41.87_-87.77,0,1,1
1000198,JG566889,2023-03-12 08:36:56,THEFT,Property,THEFT,APARTMENT,False,District 18,41.9183628744612,-87.6245883980182,2023,3,Mar,12,8,6,Sunday,1,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-7253413.631304478,4661115.7230840605,41.92,-87.62,41.92_-87.62,1,0,0
1000199,JG640053,2024-01-04 12:20:55,THEFT,Property,THEFT,STREET,True,District 1,41.86263863144291,-87.62838855608845,2024,1,Jan,4,12,3,Thursday,0,0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-7253728.201893074,4654919.461410689,41.86,-87.63,41.86_-87.63,4,0,4
1000200,JG978766,2024-03-17 14:49:46,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,SIDEWALK,False,District 1,41.85854488416829,-87.62207390882567,2024,3,Mar,17,14,6,Sunday,1,0,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-7253205.486187699,4654464.256854031,41.86,-87.62,41.86_-87.62,4,0,4
1000201,JG305878,2023-11-17 04:45:13,THEFT,Property,THEFT,APARTMENT,False,District 15,41.88557022735766,-87.75412287622315,2023,11,Nov,17,4,4,Friday,0,1,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-7264136.273968062,4657469.342058312,41.89,-87.75,41.89_-87.75,0,1,1
1000202,JG166314,2024-02-02 21:39:00,ASSAULT,Violent,ASSAULT,PARKING LOT,False,District 1,41.89754640134199,-87.60781307510635,2024,2,Feb,2,21,4,Friday,0,0,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-7252024.998751642,4658801.033685391,41.9,-87.61,41.9_-87.61,1,0,0
1000203,JG539606,2024-06-02 21:01:30,BATTERY,Violent,BATTERY,STREET,False,District 1,41.87620278211916,-87.61850769452921,2024,6,Jun,2,21,6,Sunday,1,0,-0.7071067811865477,0.7071067811865474,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,-7252910.281064764,4656427.728233433,41.88,-87.62,41.88_-87.62,4,0,4
1000204,JG775993,2023-07-02 11:32:33,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,APARTMENT,False,District 18,41.88832384296444,-87.63122018291945,2023,7,Jul,2,11,6,Sunday,1,0,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,-7253962.599121411,4657775.53056664,41.89,-87.63,41.89_-87.63,1,0,0
1000205,JG939552,2024-04-16 21:39:37,BATTERY,Violent,BATTERY,STREET,False,District 1,41.85981181709928,-87.64097814666384,2024,4,Apr,16,21,1,Tuesday,0,0,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,-7254770.346678706,4654605.133562943,41.86,-87.64,41.86_-87.64,4,0,4
1000206,JG402579,2024-02-12 14:38:52,BATTERY,Violent,BATTERY,SIDEWALK,False,District 15,41.89808760351042,-87.78605003205072,2024,2,Feb,12,14,0,Monday,0,0,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001,0.0,1.0,-7266779.14934725,4658861.212703931,41.9,-87.79,41.9_-87.79,0,1,1
1000207,JG179843,2023-08-15 03:14:54,THEFT,Property,THEFT,SIDEWALK,False,District 15,41.89234384968337,-87.75899348484832,2023,8,Aug,15,3,1,Tuesday,0,1,0.7071067811865476,0.7071067811865476,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-7264539.454623635,4658222.535536291,41.89,-87.76,41.89_-87.76,0,1,1
1000208,JG727188,2024-05-30 10:37:43,THEFT,Property,THEFT,STREET,False,District 1,41.88539080237198,-87.65106851976181,2024,5,May,30,10,3,Thursday,0,0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,-7255605.610514026,4657449.390882634,41.89,-87.65,41.89_-87.65,1,0,0
1000209,JG631645,2024-02-18 10:29:28,MOTOR VEHICLE THEFT,Property,MOTOR VEHICLE THEFT,STREET,False,District 18,41.87222531328706,-87.6201802891982,2024,2,Feb,18,10,6,Sunday,1,0,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-7253048.735592124,4655985.453267522,41.87,-87.62,41.87_-87.62,4,0,4
1000210,JG692377,2023-07-21 19:20:32,BATTERY,Violent,BATTERY,RESIDENCE,True,District 1,41.88025814502474,-87.63448793181327,2023,7,Jul,21,19,4,Friday,0,0,-0.9659258262890684,0.2588190451025203,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-7254233.097788549,4656878.664637096,41.88,-87.63,41.88_-87.63,4,0,0
1000211,JG128820,2023-11-15 00:58:46,MOTOR VEHICLE THEFT,Property,MOTOR VEHICLE THEFT,RESIDENCE,False,District 15,41.87250457218788,-87.76710533904256,2023,11,Nov,15,0,2,Wednesday,0,1,0.0,1.0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,-7265210.94004643,4656016.505483405,41.87,-87.77,41.87_-87.77,0,1,1
1000212,JG906919,2024-05-25 17:11:07,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,PARKING LOT,False,District 20,41.96114662877686,-87.64178724489717,2024,5,May,25,17,5,Saturday,1,0,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-7254837.322447288,4665873.0660778815,41.96,-87.64,41.96_-87.64,3,3,2
1000213,JG179507,2023-11-20 08:39:22,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,STREET,False,District 18,41.87666782533035,-87.63716743306612,2023,11,Nov,20,8,0,Monday,0,0,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,0.0,1.0,-7254454.902321591,4656479.438750614,41.88,-87.64,41.88_-87.64,4,0,0
1000214,JG384332,2023-09-23 23:28:50,ASSAULT,Violent,ASSAULT,PARKING LOT,False,District 20,41.98400038221256,-87.64613873256405,2023,9,Sep,23,23,5,Saturday,1,1,-0.25881904510252157,0.9659258262890681,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,-7255197.531157383,4668414.291024802,41.980000000000004,-87.65,41.98_-87.65,3,3,2
1000215,JG440560,2023-05-28 04:07:24,BATTERY,Violent,BATTERY,RESIDENCE,True,District 15,41.88575506829756,-87.7526388171269,2023,5,May,28,4,6,Sunday,1,1,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,-7264013.42609311,4657489.895461455,41.89,-87.75,41.89_-87.75,0,1,1
1000216,JG655598,2023-11-12 02:55:06,THEFT,Property,THEFT,CONVENIENCE STORE,False,District 1,41.88792181681566,-87.62792613284056,2023,11,Nov,12,2,6,Sunday,1,1,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,-7253689.9232871365,4657730.827236772,41.89,-87.63,41.89_-87.63,1,0,0
1000217,JG497780,2023-12-19 16:59:30,NARCOTICS,Public Order,NARCOTICS,SIDEWALK,False,District 15,41.8965596767782,-87.76448581326352,2023,12,Dec,19,16,1,Tuesday,0,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,-7264994.100180581,4658691.314768352,41.9,-87.76,41.9_-87.76,0,1,1
1000218,JG860128,2024-01-26 18:57:28,MOTOR VEHICLE THEFT,Property,MOTOR VEHICLE THEFT,APARTMENT,False,District 2,41.79854883325042,-87.60212582083193,2024,1,Jan,26,18,4,Friday,0,0,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-7251554.2175653,4647792.991158524,41.800000000000004,-87.60000000000001,41.8_-87.6,2,2,3
1000219,JG981090,2024-02-12 19:51:56,THEFT,Property,THEFT,STREET,False,District 18,41.87563808093162,-87.62698553319076,2024,2,Feb,12,19,0,Monday,0,0,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,0.0,1.0,-7253612.062056104,4656364.936239578,41.88,-87.63,41.88_-87.63,4,0,0
1000220,JG382206,2023-10-22 22:31:46,ASSAULT,Violent,ASSAULT,RESIDENCE,False,District 1,41.86559018150928,-87.61190902439067,2023,10,Oct,22,22,6,Sunday,1,1,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-7252364.054431277,4655247.659257133,41.87,-87.61,41.87_-87.61,4,0,4
1000221,JG179671,2024-03-08 21:14:57,MOTOR VEHICLE THEFT,Property,MOTOR VEHICLE THEFT,STREET,False,District 1,41.88305084475973,-87.65681558434841,2024,3,Mar,8,21,4,Friday,0,0,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,-7256081.342695762,4657189.199108196,41.88,-87.66,41.88_-87.66,1,0,0
1000222,JG505631,2023-11-01 20:16:28,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,STREET,False,District 18,41.90291318029005,-87.63003754912447,2023,11,Nov,1,20,2,Wednesday,0,0,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,-7253864.702717604,4659397.793101115,41.9,-87.63,41.9_-87.63,1,0,0
1000224,JG594878,2023-09-28 00:07:03,BATTERY,Violent,BATTERY,SIDEWALK,False,District 2,41.79967805140709,-87.61056804506183,2023,9,Sep,28,0,3,Thursday,0,1,0.0,1.0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,-7252253.05045487,4647918.554662055,41.800000000000004,-87.61,41.8_-87.61,2,2,3
1000225,JG895476,2023-04-12 06:11:17,NARCOTICS,Public Order,NARCOTICS,STREET,False,District 18,41.90353793012177,-87.62960593251142,2023,4,Apr,12,6,2,Wednesday,0,0,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-7253828.974232235,4659467.26220878,41.9,-87.63,41.9_-87.63,1,0,0
1000226,JG268022,2024-03-23 11:53:16,ASSAULT,Violent,ASSAULT,RESIDENCE,True,District 20,41.95401815609841,-87.67942038599992,2024,3,Mar,23,11,5,Saturday,1,0,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-7257952.529533039,4665080.414986459,41.95,-87.68,41.95_-87.68,3,-1,2
1000227,JG775709,2023-10-14 06:31:16,BATTERY,Violent,BATTERY,RESIDENCE,False,District 1,41.87449567414294,-87.64106701683325,2023,10,Oct,14,6,5,Saturday,1,0,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-7254777.703199404,4656237.906225052,41.87,-87.64,41.87_-87.64,4,0,4
1000228,JG357275,2023-06-23 02:13:49,ASSAULT,Violent,ASSAULT,STREET,False,District 1,41.85489586038671,-87.64670354164305,2023,6,Jun,23,2,4,Friday,0,1,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,-7255244.285087388,4654058.503361865,41.85,-87.65,41.85_-87.65,4,0,4
1000229,JG515933,2024-04-01 11:20:11,BURGLARY,Property,BURGLARY,RESIDENCE,True,District 1,41.876111323362245,-87.64135818780225,2024,4,Apr,1,11,0,Monday,0,0,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998,0.0,1.0,-7254801.8058344545,4656417.5584696205,41.88,-87.64,41.88_-87.64,4,0,0
1000230,JG162263,2024-01-20 00:45:08,THEFT,Property,THEFT,SIDEWALK,False,District 2,41.81271667306487,-87.61029455678965,2024,1,Jan,20,0,5,Saturday,1,1,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-7252230.411563234,4649368.385243427,41.81,-87.61,41.81_-87.61,2,-1,3
1000231,JG156917,2024-01-04 23:23:31,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,STREET,True,District 2,41.7990052349726,-87.57830448019097,2024,1,Jan,4,23,3,Thursday,0,1,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-7249582.327710179,4647843.7407846395,41.800000000000004,-87.58,41.8_-87.58,2,2,3
1000232,JG531587,2023-09-30 19:59:52,THEFT,Property,THEFT,SIDEWALK,False,District 1,41.87188959618911,-87.63818494155183,2023,9,Sep,30,19,5,Saturday,1,0,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,-7254539.129934582,4655948.12317788,41.87,-87.64,41.87_-87.64,4,0,4
1000233,JG301082,2023-12-23 10:54:40,NARCOTICS,Public Order,NARCOTICS,RESIDENCE,False,District 20,41.96824837144408,-87.65715360853875,2023,12,Dec,23,10,5,Saturday,1,0,0.49999999999999994,-0.8660254037844387,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,-7256109.32376038,4666662.744923562,41.97,-87.66,41.97_-87.66,3,3,2
1000234,JG632935,2023-06-27 05:04:38,ASSAULT,Violent,ASSAULT,APARTMENT,False,District 20,41.96971920877949,-87.67122998289817,2023,6,Jun,27,5,1,Tuesday,0,1,0.9659258262890683,0.25881904510252074,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,-7257274.541965961,4666826.294799083,41.97,-87.67,41.97_-87.67,3,3,2
1000235,JG507406,2023-05-28 18:04:46,THEFT,Property,THEFT,STREET,False,District 15,41.89532342307442,-87.76677173711431,2023,5,May,28,18,6,Sunday,1,0,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,-7265183.32504911,4658553.849438571,41.9,-87.77,41.9_-87.77,0,1,1
1000236,JG729767,2023-07-17 09:31:39,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,APARTMENT,False,District 1,41.9063885163804,-87.61667026377808,2023,7,Jul,17,9,0,Monday,0,0,0.7071067811865476,-0.7071067811865475,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-7252758.181688316,4659784.233376522,41.910000000000004,-87.62,41.91_-87.62,1,0,0
1000237,JG573421,2024-02-27 13:57:08,THEFT,Property,THEFT,STREET,False,District 1,41.87374957969881,-87.62162679473381,2024,2,Feb,27,13,1,Tuesday,0,0,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-7253168.474847525,4656154.944193474,41.87,-87.62,41.87_-87.62,4,0,4
1000238,JG722821,2024-03-30 10:39:55,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,RESIDENCE,False,District 20,41.98072198923347,-87.63962946484531,2024,3,Mar,30,10,5,Saturday,1,0,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-7254658.705103371,4668049.749854456,41.980000000000004,-87.64,41.98_-87.64,3,3,2
