ID,Date,Primary Type,Description,Location Description,Arrest,District,Latitude,Longitude
"FIR No. 0243/2026, P.S. Unknown",2026-06-07 02:03:00,ASSAULT,ASSAULT incident reported in Kolkata City,Kolkata City,False,Kolkata City,22.577607884871703,88.3616723545258
"FIR No. 0050/2026, P.S. Unknown",2026-01-12 03:04:00,THEFT,THEFT incident reported in Ahmedabad,Ahmedabad,False,Ahmedabad,23.0170241600959,72.54723421943562
"FIR No. 0212/2023, P.S. Unknown",2023-04-24 18:19:00,ROBBERY,ROBBERY incident reported in Delhi NCR,Delhi NCR,False,Delhi NCR,28.610894868263635,77.22391850070977
"FIR No. 0124/2025, P.S. Unknown",2025-02-26 09:25:00,BURGLARY,BURGLARY incident reported in Bengaluru City,Bengaluru City,False,Bengaluru City,12.974041659227591,77.59898987961174
"FIR No. 0013/2023, P.S. Unknown",2023-07-08 19:19:00,THEFT,THEFT incident reported in Delhi NCR,Delhi NCR,False,Delhi NCR,28.60616412720477,77.20939491092757
"FIR No. 0071/2026, P.S. Unknown",2026-01-18 16:42:00,ROBBERY,ROBBERY incident reported in Mumbai Metro,Mumbai Metro,False,Mumbai Metro,19.06076702484105,72.89367014894388
80117026/2024,2024-04-07 10:51:00,ASSAULT,ASSAULT incident reported in Ahmedabad,Ahmedabad,False,Ahmedabad,23.01524055674189,72.58214972980568
"FIR No. 0303/2024, P.S. Unknown",2024-04-15 03:44:00,ASSAULT,ASSAULT incident reported in Chennai Metro,Chennai Metro,True,Chennai Metro,13.105370341500471,80.27191159819449
"FIR No. 0513/2024, P.S. Unknown",2024-05-08 02:57:00,ASSAULT,ASSAULT incident reported in Ahmedabad,Ahmedabad,False,Ahmedabad,23.040862800008973,72.55428267027683
"FIR No. 0523/2024, P.S. Unknown",2024-12-02 19:17:00,THEFT,THEFT incident reported in Delhi NCR,Delhi NCR,False,Delhi NCR,28.60829895154224,77.21028271367487
"FIR No. 0024/2026, P.S. Unknown",2026-07-04 21:03:00,OTHER,OTHER incident reported in Kolkata City,Kolkata City,False,Kolkata City,22.60387751965836,88.34490924540015
"FIR No. 0056/2026, P.S. Unknown",2026-01-11 08:58:00,OTHER,OTHER incident reported in Bengaluru City,Bengaluru City,False,Bengaluru City,12.995892636019434,77.6143235072876
"FIR No. 0191/2025, P.S. Unknown",2025-05-08 21:02:00,THEFT,THEFT incident reported in Delhi NCR,Delhi NCR,True,Delhi NCR,28.60323511926038,77.20189120922687
82753077/2023,2023-11-04 22:52:00,ROBBERY,ROBBERY incident reported in Kolkata City,Kolkata City,True,Kolkata City,22.55104644100366,88.3641748516903
"FIR No. 0501/2025, P.S. Unknown",2025-07-14 05:51:00,THEFT,THEFT incident reported in Kolkata City,Kolkata City,False,Kolkata City,22.55040452507353,88.35790570939105
"FIR No. 0064/2024, P.S. Unknown",2024-07-02 06:53:00,ASSAULT,ASSAULT incident reported in Bengaluru City,Bengaluru City,False,Bengaluru City,12.947156110251647,77.60173196774201
"FIR No. 0089/2025, P.S. Unknown",2025-01-28 14:04:00,ROBBERY,ROBBERY incident reported in Pune,Pune,True,Pune,18.500236913448383,73.87280885227236
"FIR No. 0398/2023, P.S. Unknown",2023-11-17 00:19:00,THEFT,THEFT incident reported in Ahmedabad,Ahmedabad,False,Ahmedabad,23.04386276193432,72.55321614786996
"FIR No. 0094/2024, P.S. Unknown",2024-03-27 01:54:00,THEFT,THEFT incident reported in Kolkata City,Kolkata City,False,Kolkata City,22.55862670105272,88.37241107699671
86268694/2026,2026-04-14 18:00:00,THEFT,THEFT incident reported in Delhi NCR,Delhi NCR,False,Delhi NCR,28.595840772764507,77.2102496971738
81689202/2023,2023-12-28 08:36:00,THEFT,THEFT incident reported in Chennai Metro,Chennai Metro,False,Chennai Metro,13.089330157362424,80.24195492658828
82850939/2023,2023-10-04 08:44:00,CYBER,CYBER incident reported in Mumbai Metro,Mumbai Metro,True,Mumbai Metro,19.084095381509897,72.89260655117548
"FIR No. 0077/2023, P.S. Unknown",2023-01-06 05:52:00,BURGLARY,BURGLARY incident reported in Bengaluru City,Bengaluru City,False,Bengaluru City,12.95830501261869,77.6063562397673
"FIR No. 0398/2023, P.S. Unknown",2023-05-28 08:53:00,ASSAULT,ASSAULT incident reported in Ahmedabad,Ahmedabad,False,Ahmedabad,23.028307527108577,72.5583249789869
"FIR No. 0263/2024, P.S. Unknown",2024-04-17 13:36:00,THEFT,THEFT incident reported in Pune,Pune,False,Pune,18.53395310151999,73.85392485544924
"FIR No. 0010/2023, P.S. Unknown",2023-08-24 12:31:00,ASSAULT,ASSAULT incident reported in Mumbai Metro,Mumbai Metro,False,Mumbai Metro,19.06117347391642,72.8890084304242
"FIR No. 0050/2026, P.S. Unknown",2026-02-03 05:49:00,THEFT,THEFT incident reported in Delhi NCR,Delhi NCR,False,Delhi NCR,28.603535781323007,77.20780978758
"FIR No. 0188/2023, P.S. Unknown",2023-06-10 20:06:00,ASSAULT,ASSAULT incident reported in Chennai Metro,Chennai Metro,False,Chennai Metro,13.068524173282093,80.24996894216507
"FIR No. 0038/2023, P.S. Unknown",2023-01-18 02:51:00,THEFT,THEFT incident reported in Chennai Metro,Chennai Metro,True,Chennai Metro,13.09277520285688,80.27742215974831
"FIR No. 0126/2023, P.S. Unknown",2023-06-06 18:14:00,THEFT,THEFT incident reported in Chennai Metro,Chennai Metro,False,Chennai Metro,13.084157418815538,80.26520665553134
"FIR No. 0008/2025, P.S. Unknown",2025-03-22 01:45:00,OTHER,OTHER incident reported in Hyderabad Metro,Hyderabad Metro,False,Hyderabad Metro,17.384002502494106,78.49757347738688
"FIR No. 0456/2026, P.S. Unknown",2026-05-22 00:51:00,BURGLARY,BURGLARY incident reported in Pune,Pune,False,Pune,18.50302302748517,73.86617390126689
"FIR No. 0031/2025, P.S. Unknown",2025-02-15 02:47:00,ROBBERY,ROBBERY incident reported in Pune,Pune,False,Pune,18.53015481539057,73.86042131017945
"FIR No. 0130/2025, P.S. Unknown",2025-08-25 17:29:00,BURGLARY,BURGLARY incident reported in Kolkata City,Kolkata City,False,Kolkata City,22.57668922324185,88.38455655755244
"FIR No. 0032/2023, P.S. Unknown",2023-02-16 17:18:00,OTHER,OTHER incident reported in Delhi NCR,Delhi NCR,True,Delhi NCR,28.59655972316311,77.1939395448563
"FIR No. 0165/2025, P.S. Unknown",2025-03-12 07:05:00,THEFT,THEFT incident reported in Bengaluru City,Bengaluru City,False,Bengaluru City,12.997284827233852,77.60204693565277
"FIR No. 0061/2024, P.S. Unknown",2024-02-19 09:29:00,ROBBERY,ROBBERY incident reported in Bengaluru City,Bengaluru City,True,Bengaluru City,12.966111351904551,77.5879305927879
"FIR No. 0790/2025, P.S. Unknown",2025-12-31 19:07:00,ASSAULT,ASSAULT incident reported in Bengaluru City,Bengaluru City,True,Bengaluru City,12.98762569640107,77.58949116131011
"FIR No. 0381/2024, P.S. Unknown",2024-11-10 16:37:00,THEFT,THEFT incident reported in Delhi NCR,Delhi NCR,False,Delhi NCR,28.624693428407863,77.19376384750223
"FIR No. 0142/2025, P.S. Unknown",2025-08-02 21:19:00,BURGLARY,BURGLARY incident reported in Bengaluru City,Bengaluru City,False,Bengaluru City,12.984621869924052,77.59294644212105
"FIR No. 0277/2023, P.S. Unknown",2023-11-04 13:40:00,ROBBERY,ROBBERY incident reported in Hyderabad Metro,Hyderabad Metro,False,Hyderabad Metro,17.3779992598564,78.47393276183702
83941338/2024,2024-10-27 04:40:00,ROBBERY,ROBBERY incident reported in Pune,Pune,True,Pune,18.503482154281663,73.86984210998777
81030284/2026,2026-04-12 02:21:00,BURGLARY,BURGLARY incident reported in Ahmedabad,Ahmedabad,False,Ahmedabad,23.03870233397601,72.57148699808518
"FIR No. 0267/2026, P.S. Unknown",2026-03-20 05:13:00,BURGLARY,BURGLARY incident reported in Mumbai Metro,Mumbai Metro,True,Mumbai Metro,19.09632748571393,72.87031082712272
"FIR No. 0746/2025, P.S. Unknown",2025-08-26 18:07:00,THEFT,THEFT incident reported in Ahmedabad,Ahmedabad,False,Ahmedabad,23.05198024380096,72.56593421213155
"FIR No. 0218/2025, P.S. Unknown",2025-04-26 15:03:00,THEFT,THEFT incident reported in Mumbai Metro,Mumbai Metro,False,Mumbai Metro,19.078500822318773,72.90512252409101
"FIR No. 0381/2024, P.S. Unknown",2024-08-16 09:46:00,ROBBERY,ROBBERY incident reported in Kolkata City,Kolkata City,False,Kolkata City,22.578184649604854,88.36621803059923
"FIR No. 0670/2025, P.S. Unknown",2025-12-15 03:51:00,ASSAULT,ASSAULT incident reported in Mumbai Metro,Mumbai Metro,False,Mumbai Metro,19.067689701961136,72.8756156157477
83957395/2025,2025-07-04 05:53:00,THEFT,THEFT incident reported in Delhi NCR,Delhi NCR,True,Delhi NCR,28.625652568002973,77.20957432352604
"FIR No. 0119/2025, P.S. Unknown",2025-07-02 22:34:00,ASSAULT,ASSAULT incident reported in Delhi NCR,Delhi NCR,True,Delhi NCR,28.615299531642435,77.22311893127662
"FIR No. 0484/2026, P.S. Unknown",2026-08-21 06:19:00,CYBER,CYBER incident reported in Bengaluru City,Bengaluru City,False,Bengaluru City,12.956062859841277,77.60737054249887
87912407/2023,2023-05-02 07:12:00,OTHER,OTHER incident reported in Kolkata City,Kolkata City,False,Kolkata City,22.56626344445301,88.35573965226588
"FIR No. 0056/2026, P.S. Unknown",2026-01-17 14:38:00,THEFT,THEFT incident reported in Kolkata City,Kolkata City,False,Kolkata City,22.58371889187752,88.36409034972792
89201629/2024,2024-04-07 05:19:00,THEFT,THEFT incident reported in Delhi NCR,Delhi NCR,True,Delhi NCR,28.6166351717941,77.20435651802335
"FIR No. 0301/2026, P.S. Unknown",2026-06-01 11:57:00,ASSAULT,ASSAULT incident reported in Hyderabad Metro,Hyderabad Metro,False,Hyderabad Metro,17.37765987507337,78.50419909193229
80513757/2023,2023-02-05 10:55:00,THEFT,THEFT incident reported in Hyderabad Metro,Hyderabad Metro,True,Hyderabad Metro,17.365248555276573,78.51462192781025
"FIR No. 0516/2025, P.S. Unknown",2025-10-13 05:45:00,BURGLARY,BURGLARY incident reported in Mumbai Metro,Mumbai Metro,False,Mumbai Metro,19.079603561255617,72.84113980960741
"FIR No. 0068/2025, P.S. Unknown",2025-02-04 21:27:00,ASSAULT,ASSAULT incident reported in Delhi NCR,Delhi NCR,False,Delhi NCR,28.6261143208085,77.21306518324069
87858312/2023,2023-04-21 14:32:00,THEFT,THEFT incident reported in Kolkata City,Kolkata City,False,Kolkata City,22.58115388599032,88.36750819571834
"FIR No. 0143/2025, P.S. Unknown",2025-10-14 20:24:00,THEFT,THEFT incident reported in Mumbai Metro,Mumbai Metro,False,Mumbai Metro,19.065102678665,72.85642144012384
"FIR No. 0668/2024, P.S. Unknown",2024-11-26 12:20:00,CYBER,CYBER incident reported in Chennai Metro,Chennai Metro,False,Chennai Metro,13.084133885383885,80.28850159023658
82502160/2024,2024-03-21 00:00:00,THEFT,THEFT incident reported in Chennai Metro,Chennai Metro,False,Chennai Metro,13.11287944985882,80.27044468585852
"FIR No. 0273/2026, P.S. Unknown",2026-07-16 13:21:00,CYBER,CYBER incident reported in Bengaluru City,Bengaluru City,False,Bengaluru City,12.987708997561338,77.5878833393891
89002869/2025,2025-09-02 05:02:00,THEFT,THEFT incident reported in Hyderabad Metro,Hyderabad Metro,True,Hyderabad Metro,17.382420369168337,78.46662648042411
"FIR No. 0003/2026, P.S. Unknown",2026-01-09 19:17:00,THEFT,THEFT incident reported in Bengaluru City,Bengaluru City,False,Bengaluru City,12.96885320039385,77.6104808549524
"FIR No. 0087/2023, P.S. Unknown",2023-12-15 16:45:00,ASSAULT,ASSAULT incident reported in Delhi NCR,Delhi NCR,False,Delhi NCR,28.636303100575883,77.19278690308153
"FIR No. 0099/2026, P.S. Unknown",2026-02-08 02:54:00,CYBER,CYBER incident reported in Hyderabad Metro,Hyderabad Metro,False,Hyderabad Metro,17.366768791486674,78.47361794814012
"FIR No. 0161/2024, P.S. Unknown",2024-04-19 15:36:00,THEFT,THEFT incident reported in Mumbai Metro,Mumbai Metro,False,Mumbai Metro,19.060475580605857,72.87245743603145
"FIR No. 0323/2025, P.S. Unknown",2025-06-15 03:47:00,ASSAULT,ASSAULT incident reported in Bengaluru City,Bengaluru City,False,Bengaluru City,12.968376780486716,77.60160573904199
84530192/2023,2023-07-25 13:22:00,THEFT,THEFT incident reported in Kolkata City,Kolkata City,False,Kolkata City,22.579128869732816,88.34597042910244
87822948/2025,2025-03-14 19:30:00,ASSAULT,ASSAULT incident reported in Kolkata City,Kolkata City,True,Kolkata City,22.56531682832738,88.39092219961118
"FIR No. 0179/2025, P.S. Unknown",2025-11-09 19:13:00,THEFT,THEFT incident reported in Ahmedabad,Ahmedabad,False,Ahmedabad,23.057804098527622,72.5695334606422
"FIR No. 0043/2024, P.S. Unknown",2024-01-03 04:25:00,ROBBERY,ROBBERY incident reported in Bengaluru City,Bengaluru City,True,Bengaluru City,12.9771419153667,77.57288401014117
"FIR No. 0062/2025, P.S. Unknown",2025-01-02 20:30:00,THEFT,THEFT incident reported in Kolkata City,Kolkata City,False,Kolkata City,22.54591953660503,88.36912077113219
86017910/2025,2025-11-26 09:33:00,ASSAULT,ASSAULT incident reported in Mumbai Metro,Mumbai Metro,False,Mumbai Metro,19.052326764498595,72.87873415580876
"FIR No. 0120/2026, P.S. Unknown",2026-06-18 11:22:00,THEFT,THEFT incident reported in Mumbai Metro,Mumbai Metro,False,Mumbai Metro,19.08740557664813,72.87814054902225
"FIR No. 0036/2023, P.S. Unknown",2023-08-18 18:14:00,ASSAULT,ASSAULT incident reported in Bengaluru City,Bengaluru City,False,Bengaluru City,12.97555285051676,77.57181340005658
"FIR No. 0371/2025, P.S. Unknown",2025-05-18 14:46:00,THEFT,THEFT incident reported in Kolkata City,Kolkata City,False,Kolkata City,22.599821205009864,88.4029187066768
"FIR No. 0020/2024, P.S. Unknown",2024-10-05 10:41:00,ASSAULT,ASSAULT incident reported in Mumbai Metro,Mumbai Metro,False,Mumbai Metro,19.089381660050577,72.8742151842229
"FIR No. 0016/2023, P.S. Unknown",2023-08-23 23:20:00,CYBER,CYBER incident reported in Bengaluru City,Bengaluru City,True,Bengaluru City,12.99619887226666,77.59419017961758
84216201/2025,2025-11-08 18:25:00,CYBER,CYBER incident reported in Kolkata City,Kolkata City,True,Kolkata City,22.614675840157904,88.37444202468546
"FIR No. 0318/2023, P.S. Unknown",2023-05-25 16:06:00,THEFT,THEFT incident reported in Mumbai Metro,Mumbai Metro,False,Mumbai Metro,19.08532667587045,72.85857097825006
80475019/2023,2023-03-18 21:41:00,THEFT,THEFT incident reported in Mumbai Metro,Mumbai Metro,False,Mumbai Metro,19.081717358465,72.8560952123009
83759849/2023,2023-07-13 15:28:00,THEFT,THEFT incident reported in Kolkata City,Kolkata City,False,Kolkata City,22.58356104845984,88.35896669731677
"FIR No. 0186/2024, P.S. Unknown",2024-10-26 20:42:00,THEFT,THEFT incident reported in Ahmedabad,Ahmedabad,False,Ahmedabad,23.031997477838075,72.5739134001951
"FIR No. 0284/2023, P.S. Unknown",2023-04-28 01:47:00,ROBBERY,ROBBERY incident reported in Mumbai Metro,Mumbai Metro,False,Mumbai Metro,19.08087721055907,72.87660664731058
87127269/2024,2024-09-30 03:02:00,THEFT,THEFT incident reported in Bengaluru City,Bengaluru City,True,Bengaluru City,12.988840009449758,77.58910633322567
"FIR No. 0026/2025, P.S. Unknown",2025-08-29 20:13:00,ROBBERY,ROBBERY incident reported in Mumbai Metro,Mumbai Metro,False,Mumbai Metro,19.069329026385912,72.88337599342672
"FIR No. 0157/2023, P.S. Unknown",2023-11-29 07:19:00,THEFT,THEFT incident reported in Ahmedabad,Ahmedabad,False,Ahmedabad,23.00828368667775,72.56601125959486
"FIR No. 0353/2023, P.S. Unknown",2023-08-07 10:17:00,THEFT,THEFT incident reported in Bengaluru City,Bengaluru City,True,Bengaluru City,12.955331174403046,77.58906248209178
"FIR No. 0024/2026, P.S. Unknown",2026-01-10 15:14:00,THEFT,THEFT incident reported in Bengaluru City,Bengaluru City,False,Bengaluru City,12.985657064800591,77.60873637927266
"FIR No. 0184/2024, P.S. Unknown",2024-09-09 11:42:00,ASSAULT,ASSAULT incident reported in Hyderabad Metro,Hyderabad Metro,True,Hyderabad Metro,17.414781427279326,78.480079925611
"FIR No. 0522/2025, P.S. Unknown",2025-06-16 16:09:00,THEFT,THEFT incident reported in Bengaluru City,Bengaluru City,False,Bengaluru City,12.976714308778831,77.62365667361554
82459317/2023,2023-02-05 19:25:00,ASSAULT,ASSAULT incident reported in Delhi NCR,Delhi NCR,False,Delhi NCR,28.63037306069994,77.18390927059487
"FIR No. 0105/2023, P.S. Unknown",2023-03-25 06:01:00,ASSAULT,ASSAULT incident reported in Bengaluru City,Bengaluru City,True,Bengaluru City,12.982315409180291,77.5989684628994
86399189/2025,2025-04-10 01:35:00,OTHER,OTHER incident reported in Delhi NCR,Delhi NCR,True,Delhi NCR,28.610857345366018,77.17511093230101
"FIR No. 0071/2025, P.S. Unknown",2025-04-02 09:48:00,ASSAULT,ASSAULT incident reported in Delhi NCR,Delhi NCR,False,Delhi NCR,28.616275978238093,77.20486537092178
"FIR No. 0007/2023, P.S. Unknown",2023-07-03 17:56:00,BURGLARY,BURGLARY incident reported in Hyderabad Metro,Hyderabad Metro,False,Hyderabad Metro,17.394482373542356,78.4671855324043
"FIR No. 0354/2025, P.S. Unknown",2025-10-18 23:37:00,THEFT,THEFT incident reported in Chennai Metro,Chennai Metro,False,Chennai Metro,13.064686657067671,80.28935790777139
86028393/2023,2023-03-05 16:46:00,ASSAULT,ASSAULT incident reported in Ahmedabad,Ahmedabad,True,Ahmedabad,23.030095011434486,72.55388435286778
"FIR No. 0366/2024, P.S. Unknown",2024-05-09 22:50:00,ROBBERY,ROBBERY incident reported in Delhi NCR,Delhi NCR,False,Delhi NCR,28.614488276803616,77.19123127978857
"FIR No. 0081/2024, P.S. Unknown",2024-01-28 06:18:00,CYBER,CYBER incident reported in Hyderabad Metro,Hyderabad Metro,False,Hyderabad Metro,17.368221665629388,78.49823014815851
"FIR No. 0082/2026, P.S. Unknown",2026-04-10 22:28:00,CYBER,CYBER incident reported in Bengaluru City,Bengaluru City,False,Bengaluru City,12.97081596713988,77.58939370359357
"FIR No. 0273/2026, P.S. Unknown",2026-07-05 04:40:00,ASSAULT,ASSAULT incident reported in Delhi NCR,Delhi NCR,False,Delhi NCR,28.61958217222661,77.20373925271592
"FIR No. 0906/2023, P.S. Unknown",2023-12-01 01:17:00,CYBER,CYBER incident reported in Delhi NCR,Delhi NCR,False,Delhi NCR,28.57746864955298,77.20590921020867
"FIR No. 0080/2024, P.S. Unknown",2024-02-16 09:11:00,ROBBERY,ROBBERY incident reported in Delhi NCR,Delhi NCR,False,Delhi NCR,28.620623389184843,77.1957851632802
"FIR No. 0143/2026, P.S. Unknown",2026-07-06 03:07:00,BURGLARY,BURGLARY incident reported in Delhi NCR,Delhi NCR,True,Delhi NCR,28.60780348983388,77.21861747423037
"FIR No. 0101/2026, P.S. Unknown",2026-01-01 22:43:00,OTHER,OTHER incident reported in Chennai Metro,Chennai Metro,True,Chennai Metro,13.084853084766376,80.26701512202393
"FIR No. 0632/2023, P.S. Unknown",2023-08-27 09:14:00,ASSAULT,ASSAULT incident reported in Ahmedabad,Ahmedabad,True,Ahmedabad,23.01772068502121,72.58479627208868
86817833/2025,2025-08-03 06:24:00,THEFT,THEFT incident reported in Mumbai Metro,Mumbai Metro,True,Mumbai Metro,19.07281300287997,72.90184199207103
"FIR No. 1084/2024, P.S. Unknown",2024-12-13 16:40:00,THEFT,THEFT incident reported in Pune,Pune,False,Pune,18.5192976231975,73.89673932184286
89213135/2025,2025-06-19 11:56:00,ROBBERY,ROBBERY incident reported in Hyderabad Metro,Hyderabad Metro,False,Hyderabad Metro,17.388560359526558,78.50928911840481
86127005/2024,2024-01-03 00:55:00,BURGLARY,BURGLARY incident reported in Delhi NCR,Delhi NCR,False,Delhi NCR,28.606731888064903,77.21998349767378
"FIR No. 0190/2024, P.S. Unknown",2024-10-08 15:33:00,ASSAULT,ASSAULT incident reported in Chennai Metro,Chennai Metro,False,Chennai Metro,13.073090732728986,80.2596114938848
85983332/2024,2024-07-20 14:07:00,CYBER,CYBER incident reported in Mumbai Metro,Mumbai Metro,False,Mumbai Metro,19.097726019295944,72.8640515120093
"FIR No. 0394/2024, P.S. Unknown",2024-08-17 23:08:00,BURGLARY,BURGLARY incident reported in Kolkata City,Kolkata City,False,Kolkata City,22.578351426564858,88.36952270779423
"FIR No. 0779/2025, P.S. Unknown",2025-09-28 05:42:00,CYBER,CYBER incident reported in Bengaluru City,Bengaluru City,False,Bengaluru City,12.94852830247392,77.59310689829627
"FIR No. 0086/2025, P.S. Unknown",2025-05-20 04:44:00,THEFT,THEFT incident reported in Pune,Pune,True,Pune,18.53117753333428,73.87415415145256
"FIR No. 0085/2025, P.S. Unknown",2025-04-06 22:53:00,THEFT,THEFT incident reported in Kolkata City,Kolkata City,False,Kolkata City,22.594961990486507,88.34334872725235
"FIR No. 0345/2026, P.S. Unknown",2026-04-30 03:37:00,THEFT,THEFT incident reported in Hyderabad Metro,Hyderabad Metro,False,Hyderabad Metro,17.38766104030576,78.4851683159077
85274585/2025,2025-07-12 01:17:00,CYBER,CYBER incident reported in Mumbai Metro,Mumbai Metro,False,Mumbai Metro,19.07150959779054,72.87906147395856
"FIR No. 0330/2024, P.S. Unknown",2024-05-12 14:14:00,THEFT,THEFT incident reported in Hyderabad Metro,Hyderabad Metro,False,Hyderabad Metro,17.404982956201184,78.50205209676041
"FIR No. 0825/2024, P.S. Unknown",2024-12-29 10:28:00,THEFT,THEFT incident reported in Delhi NCR,Delhi NCR,False,Delhi NCR,28.62698520938181,77.17854364913437
"FIR No. 0010/2026, P.S. Unknown",2026-07-04 19:27:00,BURGLARY,BURGLARY incident reported in Mumbai Metro,Mumbai Metro,False,Mumbai Metro,19.068308971772662,72.88382141877287
"FIR No. 0233/2026, P.S. Unknown",2026-04-27 12:52:00,ASSAULT,ASSAULT incident reported in Kolkata City,Kolkata City,False,Kolkata City,22.59511178475552,88.36497678239296
80167121/2025,2025-10-19 19:33:00,THEFT,THEFT incident reported in Mumbai Metro,Mumbai Metro,True,Mumbai Metro,19.090497652907874,72.89562387469522
"FIR No. 0007/2023, P.S. Unknown",2023-06-16 02:36:00,THEFT,THEFT incident reported in Delhi NCR,Delhi NCR,False,Delhi NCR,28.61002504347821,77.22430012136044
83499793/2026,2026-05-24 05:03:00,THEFT,THEFT incident reported in Mumbai Metro,Mumbai Metro,True,Mumbai Metro,19.0711285165858,72.89649751961183
"FIR No. 0108/2026, P.S. Unknown",2026-08-15 00:40:00,THEFT,THEFT incident reported in Delhi NCR,Delhi NCR,False,Delhi NCR,28.596112373666458,77.2132806098559
"FIR No. 0428/2023, P.S. Unknown",2023-06-01 10:22:00,ASSAULT,ASSAULT incident reported in Chennai Metro,Chennai Metro,False,Chennai Metro,13.088334354752131,80.26525993026273
"FIR No. 0520/2023, P.S. Unknown",2023-07-27 22:28:00,THEFT,THEFT incident reported in Mumbai Metro,Mumbai Metro,True,Mumbai Metro,19.074969636172177,72.87982745966009
"FIR No. 0029/2024, P.S. Unknown",2024-04-11 01:00:00,ASSAULT,ASSAULT incident reported in Mumbai Metro,Mumbai Metro,False,Mumbai Metro,19.11330899597424,72.86838570194156
"FIR No. 0232/2023, P.S. Unknown",2023-08-11 18:31:00,ROBBERY,ROBBERY incident reported in Mumbai Metro,Mumbai Metro,False,Mumbai Metro,19.087285348201345,72.88796229663362
"FIR No. 0042/2024, P.S. Unknown",2024-02-10 03:41:00,THEFT,THEFT incident reported in Bengaluru City,Bengaluru City,True,Bengaluru City,12.992046734801145,77.57820545626667
"FIR No. 0102/2026, P.S. Unknown",2026-01-11 05:36:00,ROBBERY,ROBBERY incident reported in Bengaluru City,Bengaluru City,True,Bengaluru City,12.982789243501058,77.59090119407509
"FIR No. 0210/2023, P.S. Unknown",2023-05-02 20:52:00,ASSAULT,ASSAULT incident reported in Bengaluru City,Bengaluru City,True,Bengaluru City,12.967911171349298,77.60464132924919
83986715/2024,2024-10-17 13:41:00,THEFT,THEFT incident reported in Chennai Metro,Chennai Metro,True,Chennai Metro,13.088863944248237,80.25893909577616
"FIR No. 0026/2026, P.S. Unknown",2026-05-29 22:55:00,ASSAULT,ASSAULT incident reported in Ahmedabad,Ahmedabad,False,Ahmedabad,23.02382997158958,72.58862720940458
"FIR No. 0153/2024, P.S. Unknown",2024-02-08 18:21:00,THEFT,THEFT incident reported in Delhi NCR,Delhi NCR,False,Delhi NCR,28.61478796017477,77.20086030319507
"FIR No. 0909/2025, P.S. Unknown",2025-12-09 11:05:00,BURGLARY,BURGLARY incident reported in Mumbai Metro,Mumbai Metro,True,Mumbai Metro,19.086008452197447,72.86558263707661
86430103/2026,2026-04-20 19:03:00,THEFT,THEFT incident reported in Delhi NCR,Delhi NCR,True,Delhi NCR,28.628707802017747,77.22152207381944
"FIR No. 0169/2023, P.S. Unknown",2023-03-25 09:18:00,ASSAULT,ASSAULT incident reported in Mumbai Metro,Mumbai Metro,False,Mumbai Metro,19.07218798294162,72.8688960874982
86267943/2023,2023-04-30 12:03:00,BURGLARY,BURGLARY incident reported in Kolkata City,Kolkata City,False,Kolkata City,22.57344592422943,88.34527336386611
"FIR No. 0863/2024, P.S. Unknown",2024-11-11 16:46:00,ASSAULT,ASSAULT incident reported in Delhi NCR,Delhi NCR,False,Delhi NCR,28.619648867512566,77.19903107139464
"FIR No. 0097/2026, P.S. Unknown",2026-01-15 12:11:00,ROBBERY,ROBBERY incident reported in Hyderabad Metro,Hyderabad Metro,False,Hyderabad Metro,17.406662819272483,78.49088123239818
"FIR No. 0090/2024, P.S. Unknown",2024-04-06 11:15:00,ASSAULT,ASSAULT incident reported in Chennai Metro,Chennai Metro,False,Chennai Metro,13.09582467393076,80.24800169894941
83389944/2025,2025-11-17 08:03:00,ASSAULT,ASSAULT incident reported in Delhi NCR,Delhi NCR,True,Delhi NCR,28.602916797628044,77.20758891907623
"FIR No. 0841/2023, P.S. Unknown",2023-11-01 18:31:00,THEFT,THEFT incident reported in Kolkata City,Kolkata City,False,Kolkata City,22.565749683031378,88.36309810217075
"FIR No. 0256/2025, P.S. Unknown",2025-10-09 03:04:00,ROBBERY,ROBBERY incident reported in Kolkata City,Kolkata City,False,Kolkata City,22.57699580826389,88.35575265713894
"FIR No. 0713/2023, P.S. Unknown",2023-09-18 22:43:00,CYBER,CYBER incident reported in Bengaluru City,Bengaluru City,False,Bengaluru City,12.947423366687405,77.58350270738251
"FIR No. 0006/2025, P.S. Unknown",2025-03-04 15:30:00,THEFT,THEFT incident reported in Chennai Metro,Chennai Metro,False,Chennai Metro,13.09175263562268,80.2626235790365
"FIR No. 0212/2026, P.S. Unknown",2026-03-25 16:01:00,ROBBERY,ROBBERY incident reported in Hyderabad Metro,Hyderabad Metro,False,Hyderabad Metro,17.375768317169214,78.48974012172752
"FIR No. 0453/2026, P.S. Unknown",2026-05-30 13:03:00,THEFT,THEFT incident reported in Hyderabad Metro,Hyderabad Metro,False,Hyderabad Metro,17.3719774664569,78.50600747106053
"FIR No. 0045/2025, P.S. Unknown",2025-07-09 19:50:00,ASSAULT,ASSAULT incident reported in Ahmedabad,Ahmedabad,True,Ahmedabad,23.01989070492496,72.57131301993108
"FIR No. 0027/2024, P.S. Unknown",2024-03-24 17:21:00,ASSAULT,ASSAULT incident reported in Ahmedabad,Ahmedabad,False,Ahmedabad,23.01286054931237,72.5815108647707
