ID,Date,Primary Type,Description,Location Description,Arrest,District,Latitude,Longitude
FIR-BENGALURU-2024-00480,2024-10-22 06:16:00,THEFT,THEFT incident reported in South East (Koramangala),South East (Koramangala),False,South East (Koramangala),12.944402130867267,77.62465992699974
FIR-BENGALURU-2026-00481,2026-05-01 08:58:00,THEFT,THEFT incident reported in Central (Majestic/MG Road),Central (Majestic/MG Road),False,Central (Majestic/MG Road),12.975234028946701,77.596789440625
FIR-BENGALURU-2025-00482,2025-03-26 03:58:00,THEFT,THEFT incident reported in South East (Koramangala),South East (Koramangala),True,South East (Koramangala),12.954482442019003,77.62279768400357
FIR-BENGALURU-2023-00483,2023-08-13 09:00:00,ROBBERY,ROBBERY incident reported in East (Indiranagar),East (Indiranagar),False,East (Indiranagar),12.973721066266034,77.64529881408038
FIR-BENGALURU-2024-00484,2024-07-29 21:15:00,BURGLARY,BURGLARY incident reported in Central (Majestic/MG Road),Central (Majestic/MG Road),False,Central (Majestic/MG Road),12.95168634732089,77.5776376820455
FIR-BENGALURU-2026-00485,2026-06-26 06:18:00,ROBBERY,ROBBERY incident reported in East (Indiranagar),East (Indiranagar),False,East (Indiranagar),12.971667339722432,77.60696660218248
FIR-BENGALURU-2026-00486,2026-04-06 22:18:00,THEFT,THEFT incident reported in North (Malleswaram),North (Malleswaram),False,North (Malleswaram),12.992462123888252,77.5352387161818
FIR-BENGALURU-2024-00487,2024-01-01 03:23:00,THEFT,THEFT incident reported in South (Jayanagar),South (Jayanagar),False,South (Jayanagar),12.920469979223547,77.57760180925956
FIR-BENGALURU-2026-00488,2026-02-20 07:07:00,ASSAULT,ASSAULT incident reported in IT Corridor (Whitefield),IT Corridor (Whitefield),True,IT Corridor (Whitefield),12.947068454333271,77.74886325915965
FIR-BENGALURU-2023-00489,2023-12-08 05:59:00,CYBER,CYBER incident reported in South East (Koramangala),South East (Koramangala),False,South East (Koramangala),12.922356445802347,77.62306040711997
FIR-BENGALURU-2025-00490,2025-10-18 18:42:00,CYBER,CYBER incident reported in Central (Majestic/MG Road),Central (Majestic/MG Road),True,Central (Majestic/MG Road),12.975540442457284,77.56921854005743
FIR-BENGALURU-2023-00491,2023-09-22 07:14:00,CYBER,CYBER incident reported in South (Jayanagar),South (Jayanagar),False,South (Jayanagar),12.926236119279446,77.61066619753619
FIR-BENGALURU-2025-00492,2025-06-22 19:57:00,ASSAULT,ASSAULT incident reported in East (Indiranagar),East (Indiranagar),False,East (Indiranagar),12.960050213470721,77.6268797905178
FIR-BENGALURU-2023-00493,2023-09-01 18:54:00,ASSAULT,ASSAULT incident reported in South East (Koramangala),South East (Koramangala),False,South East (Koramangala),12.942580016395153,77.65422763206153
FIR-BENGALURU-2024-00494,2024-12-15 09:19:00,OTHER,OTHER incident reported in South East (Koramangala),South East (Koramangala),True,South East (Koramangala),12.94824117765359,77.62822055510674
FIR-BENGALURU-2026-00495,2026-07-04 13:46:00,CYBER,CYBER incident reported in East (Indiranagar),East (Indiranagar),True,East (Indiranagar),12.97314636610923,77.63882173313978
FIR-BENGALURU-2024-00496,2024-03-10 14:35:00,THEFT,THEFT incident reported in IT Corridor (Whitefield),IT Corridor (Whitefield),False,IT Corridor (Whitefield),12.99529384186779,77.73507558138508
FIR-BENGALURU-2026-00497,2026-07-31 07:14:00,THEFT,THEFT incident reported in South (Jayanagar),South (Jayanagar),False,South (Jayanagar),12.939482412057165,77.59267057898882
FIR-BENGALURU-2024-00498,2024-05-24 09:59:00,THEFT,THEFT incident reported in South East (Koramangala),South East (Koramangala),True,South East (Koramangala),12.942904959446299,77.61261576748942
FIR-BENGALURU-2024-00499,2024-11-19 10:21:00,ASSAULT,ASSAULT incident reported in North (Malleswaram),North (Malleswaram),False,North (Malleswaram),13.01263046800922,77.55892551342451
FIR-BENGALURU-2023-00500,2023-09-08 04:15:00,CYBER,CYBER incident reported in Central (Majestic/MG Road),Central (Majestic/MG Road),False,Central (Majestic/MG Road),13.002482016923462,77.5551656475187
FIR-BENGALURU-2025-00501,2025-08-08 18:15:00,ROBBERY,ROBBERY incident reported in South (Jayanagar),South (Jayanagar),False,South (Jayanagar),12.929012690036922,77.59853437274228
FIR-BENGALURU-2023-00502,2023-05-22 15:39:00,THEFT,THEFT incident reported in South East (Koramangala),South East (Koramangala),False,South East (Koramangala),12.913717118547135,77.60233173929622
FIR-BENGALURU-2025-00503,2025-11-22 03:29:00,CYBER,CYBER incident reported in East (Indiranagar),East (Indiranagar),True,East (Indiranagar),12.984201081368282,77.6195205662441
FIR-BENGALURU-2024-00504,2024-03-11 17:03:00,THEFT,THEFT incident reported in IT Corridor (Whitefield),IT Corridor (Whitefield),False,IT Corridor (Whitefield),12.983395763785465,77.76088229605612
FIR-BENGALURU-2024-00505,2024-01-18 18:35:00,ROBBERY,ROBBERY incident reported in North (Malleswaram),North (Malleswaram),True,North (Malleswaram),13.009421476276264,77.57022928331705
FIR-BENGALURU-2025-00506,2025-06-25 04:06:00,CYBER,CYBER incident reported in South (Jayanagar),South (Jayanagar),True,South (Jayanagar),12.93388093285211,77.5829378979896
FIR-BENGALURU-2026-00507,2026-03-03 01:26:00,THEFT,THEFT incident reported in Central (Majestic/MG Road),Central (Majestic/MG Road),False,Central (Majestic/MG Road),12.977815949936408,77.56632651260125
FIR-BENGALURU-2024-00508,2024-02-17 14:41:00,THEFT,THEFT incident reported in South East (Koramangala),South East (Koramangala),False,South East (Koramangala),12.894784397691717,77.62557394122693
FIR-BENGALURU-2023-00509,2023-06-04 20:51:00,THEFT,THEFT incident reported in South (Jayanagar),South (Jayanagar),False,South (Jayanagar),12.906416821822559,77.59073585011221
FIR-BENGALURU-2023-00510,2023-12-11 00:58:00,OTHER,OTHER incident reported in South (Jayanagar),South (Jayanagar),True,South (Jayanagar),12.921242275658471,77.58190206295923
FIR-BENGALURU-2025-00511,2025-10-19 08:37:00,ROBBERY,ROBBERY incident reported in South East (Koramangala),South East (Koramangala),False,South East (Koramangala),12.93437301024189,77.60190637561779
FIR-BENGALURU-2023-00512,2023-03-23 06:41:00,CYBER,CYBER incident reported in South East (Koramangala),South East (Koramangala),False,South East (Koramangala),12.9239518797722,77.62584677831109
FIR-BENGALURU-2024-00513,2024-10-27 22:58:00,OTHER,OTHER incident reported in South (Jayanagar),South (Jayanagar),True,South (Jayanagar),12.954769614674156,77.59017888098067
FIR-BENGALURU-2023-00514,2023-06-25 00:56:00,THEFT,THEFT incident reported in Central (Majestic/MG Road),Central (Majestic/MG Road),False,Central (Majestic/MG Road),12.991316357088527,77.59567209939667
FIR-BENGALURU-2026-00515,2026-03-16 21:55:00,THEFT,THEFT incident reported in IT Corridor (Whitefield),IT Corridor (Whitefield),True,IT Corridor (Whitefield),12.979874426857167,77.76256744389423
FIR-BENGALURU-2026-00516,2026-02-02 14:01:00,CYBER,CYBER incident reported in South East (Koramangala),South East (Koramangala),True,South East (Koramangala),12.956383564937234,77.63627005599359
FIR-BENGALURU-2025-00517,2025-02-28 19:08:00,THEFT,THEFT incident reported in South East (Koramangala),South East (Koramangala),False,South East (Koramangala),12.926449057635372,77.644133166161
FIR-BENGALURU-2024-00518,2024-03-10 07:08:00,ASSAULT,ASSAULT incident reported in Central (Majestic/MG Road),Central (Majestic/MG Road),False,Central (Majestic/MG Road),12.974337316015896,77.61157096191667
FIR-BENGALURU-2025-00519,2025-07-10 21:35:00,THEFT,THEFT incident reported in South (Jayanagar),South (Jayanagar),False,South (Jayanagar),12.914325966693134,77.60203831894601
FIR-BENGALURU-2024-00520,2024-05-08 12:46:00,THEFT,THEFT incident reported in South East (Koramangala),South East (Koramangala),False,South East (Koramangala),12.936975389065244,77.63239191382225
FIR-BENGALURU-2026-00521,2026-05-20 13:17:00,CYBER,CYBER incident reported in South (Jayanagar),South (Jayanagar),False,South (Jayanagar),12.911367046304052,77.5666139015037
FIR-BENGALURU-2023-00522,2023-12-12 18:11:00,BURGLARY,BURGLARY incident reported in East (Indiranagar),East (Indiranagar),True,East (Indiranagar),12.98851818370302,77.63346607757764
FIR-BENGALURU-2026-00523,2026-06-19 14:16:00,THEFT,THEFT incident reported in South East (Koramangala),South East (Koramangala),True,South East (Koramangala),12.933086730276605,77.63657328620391
FIR-BENGALURU-2024-00524,2024-11-27 14:12:00,OTHER,OTHER incident reported in Central (Majestic/MG Road),Central (Majestic/MG Road),False,Central (Majestic/MG Road),12.938944325840303,77.56928378496734
FIR-BENGALURU-2025-00525,2025-10-25 23:48:00,THEFT,THEFT incident reported in East (Indiranagar),East (Indiranagar),True,East (Indiranagar),12.995625195359304,77.6581023284748
FIR-BENGALURU-2023-00526,2023-07-29 16:12:00,OTHER,OTHER incident reported in South (Jayanagar),South (Jayanagar),False,South (Jayanagar),12.940243780739946,77.60410582507276
FIR-BENGALURU-2026-00527,2026-08-09 16:51:00,THEFT,THEFT incident reported in South (Jayanagar),South (Jayanagar),False,South (Jayanagar),12.944825298369055,77.61868421598177
FIR-BENGALURU-2026-00528,2026-02-28 18:22:00,ASSAULT,ASSAULT incident reported in IT Corridor (Whitefield),IT Corridor (Whitefield),False,IT Corridor (Whitefield),12.942699522927693,77.74818691328602
FIR-BENGALURU-2026-00529,2026-03-25 07:27:00,CYBER,CYBER incident reported in Central (Majestic/MG Road),Central (Majestic/MG Road),False,Central (Majestic/MG Road),12.97478223497938,77.58955902070186
FIR-BENGALURU-2026-00530,2026-02-27 19:02:00,ROBBERY,ROBBERY incident reported in South East (Koramangala),South East (Koramangala),False,South East (Koramangala),12.942650297271777,77.62769973461792
FIR-BENGALURU-2026-00531,2026-02-03 06:02:00,ASSAULT,ASSAULT incident reported in Central (Majestic/MG Road),Central (Majestic/MG Road),False,Central (Majestic/MG Road),12.982322903096648,77.56640828288442
FIR-BENGALURU-2024-00532,2024-12-23 07:20:00,THEFT,THEFT incident reported in IT Corridor (Whitefield),IT Corridor (Whitefield),False,IT Corridor (Whitefield),12.961707532321025,77.74069475939527
FIR-BENGALURU-2024-00533,2024-12-02 00:55:00,THEFT,THEFT incident reported in Central (Majestic/MG Road),Central (Majestic/MG Road),False,Central (Majestic/MG Road),12.957681802840332,77.58051314375736
FIR-BENGALURU-2026-00534,2026-02-15 01:54:00,CYBER,CYBER incident reported in IT Corridor (Whitefield),IT Corridor (Whitefield),False,IT Corridor (Whitefield),12.955432254547535,77.73655544208688
FIR-BENGALURU-2025-00535,2025-11-05 05:29:00,THEFT,THEFT incident reported in East (Indiranagar),East (Indiranagar),False,East (Indiranagar),13.007348348075027,77.65034715000134
FIR-BENGALURU-2024-00536,2024-04-16 11:00:00,CYBER,CYBER incident reported in Central (Majestic/MG Road),Central (Majestic/MG Road),False,Central (Majestic/MG Road),12.972716214666049,77.54788199604978
FIR-BENGALURU-2025-00537,2025-02-20 10:07:00,CYBER,CYBER incident reported in East (Indiranagar),East (Indiranagar),False,East (Indiranagar),13.024934919114802,77.63486412124405
FIR-BENGALURU-2025-00538,2025-10-31 08:00:00,THEFT,THEFT incident reported in South East (Koramangala),South East (Koramangala),True,South East (Koramangala),12.916183548448062,77.64295398407921
FIR-BENGALURU-2023-00539,2023-11-18 08:17:00,BURGLARY,BURGLARY incident reported in Central (Majestic/MG Road),Central (Majestic/MG Road),False,Central (Majestic/MG Road),12.934354973683819,77.55655196120274
FIR-BENGALURU-2024-00540,2024-11-12 09:34:00,CYBER,CYBER incident reported in East (Indiranagar),East (Indiranagar),False,East (Indiranagar),13.001341127539813,77.66237290514518
FIR-BENGALURU-2026-00541,2026-04-10 22:18:00,ASSAULT,ASSAULT incident reported in Central (Majestic/MG Road),Central (Majestic/MG Road),False,Central (Majestic/MG Road),12.975748759854138,77.57660510741533
FIR-BENGALURU-2024-00542,2024-06-01 14:24:00,CYBER,CYBER incident reported in South (Jayanagar),South (Jayanagar),False,South (Jayanagar),12.943336046156983,77.56402418055445
FIR-BENGALURU-2025-00543,2025-02-17 11:13:00,CYBER,CYBER incident reported in South (Jayanagar),South (Jayanagar),False,South (Jayanagar),12.937948065757253,77.60993683038068
FIR-BENGALURU-2023-00544,2023-08-01 10:44:00,THEFT,THEFT incident reported in IT Corridor (Whitefield),IT Corridor (Whitefield),False,IT Corridor (Whitefield),12.971036601472969,77.74229735163976
FIR-BENGALURU-2024-00545,2024-11-03 20:47:00,ASSAULT,ASSAULT incident reported in South (Jayanagar),South (Jayanagar),False,South (Jayanagar),12.930402188890238,77.58480500920439
FIR-BENGALURU-2024-00546,2024-08-08 15:10:00,THEFT,THEFT incident reported in South (Jayanagar),South (Jayanagar),False,South (Jayanagar),12.944814651370876,77.55206498477563
FIR-BENGALURU-2024-00547,2024-02-04 19:04:00,ROBBERY,ROBBERY incident reported in East (Indiranagar),East (Indiranagar),False,East (Indiranagar),12.980840763954337,77.63085545470508
FIR-BENGALURU-2024-00548,2024-11-29 15:06:00,THEFT,THEFT incident reported in Central (Majestic/MG Road),Central (Majestic/MG Road),False,Central (Majestic/MG Road),12.962808354787947,77.58425033480819
FIR-BENGALURU-2023-00549,2023-11-27 15:00:00,THEFT,THEFT incident reported in South East (Koramangala),South East (Koramangala),False,South East (Koramangala),12.953916107525762,77.61676141576874
FIR-BENGALURU-2025-00550,2025-01-05 11:27:00,THEFT,THEFT incident reported in South East (Koramangala),South East (Koramangala),False,South East (Koramangala),12.922630646587677,77.62483566769143
FIR-BENGALURU-2026-00551,2026-03-20 19:48:00,CYBER,CYBER incident reported in Central (Majestic/MG Road),Central (Majestic/MG Road),False,Central (Majestic/MG Road),12.978844596427905,77.55435633629432
FIR-BENGALURU-2026-00552,2026-01-02 15:04:00,THEFT,THEFT incident reported in East (Indiranagar),East (Indiranagar),False,East (Indiranagar),12.967571730794639,77.66197393141546
FIR-BENGALURU-2026-00553,2026-08-08 23:09:00,CYBER,CYBER incident reported in IT Corridor (Whitefield),IT Corridor (Whitefield),True,IT Corridor (Whitefield),12.967986230335416,77.74538163152525
FIR-BENGALURU-2025-00554,2025-07-27 21:15:00,CYBER,CYBER incident reported in South East (Koramangala),South East (Koramangala),False,South East (Koramangala),12.922242375069121,77.63169358653197
FIR-BENGALURU-2023-00555,2023-12-23 12:28:00,CYBER,CYBER incident reported in South East (Koramangala),South East (Koramangala),False,South East (Koramangala),12.944679953334576,77.64300861989241
FIR-BENGALURU-2025-00556,2025-05-18 15:48:00,ASSAULT,ASSAULT incident reported in Central (Majestic/MG Road),Central (Majestic/MG Road),False,Central (Majestic/MG Road),12.97893433324772,77.58217892467465
FIR-BENGALURU-2024-00557,2024-08-02 07:23:00,ASSAULT,ASSAULT incident reported in South (Jayanagar),South (Jayanagar),False,South (Jayanagar),12.964750377150843,77.5974239393069
FIR-BENGALURU-2025-00558,2025-08-29 21:08:00,CYBER,CYBER incident reported in Central (Majestic/MG Road),Central (Majestic/MG Road),True,Central (Majestic/MG Road),12.95522473743399,77.56319173439903
FIR-BENGALURU-2024-00559,2024-01-08 07:32:00,ASSAULT,ASSAULT incident reported in South East (Koramangala),South East (Koramangala),False,South East (Koramangala),12.947990102397844,77.63823669802227
FIR-BENGALURU-2024-00560,2024-11-27 04:45:00,THEFT,THEFT incident reported in South East (Koramangala),South East (Koramangala),False,South East (Koramangala),12.911520626124961,77.65427060157722
FIR-BENGALURU-2026-00561,2026-02-27 16:37:00,CYBER,CYBER incident reported in North (Malleswaram),North (Malleswaram),False,North (Malleswaram),13.018016967767524,77.57493256849853
FIR-BENGALURU-2023-00562,2023-07-30 04:20:00,OTHER,OTHER incident reported in South East (Koramangala),South East (Koramangala),False,South East (Koramangala),12.942634800370499,77.60927888823889
FIR-BENGALURU-2023-00563,2023-09-08 05:28:00,THEFT,THEFT incident reported in IT Corridor (Whitefield),IT Corridor (Whitefield),True,IT Corridor (Whitefield),12.94852142184793,77.74329036762137
FIR-BENGALURU-2026-00564,2026-03-27 11:14:00,THEFT,THEFT incident reported in South East (Koramangala),South East (Koramangala),False,South East (Koramangala),12.920280911098716,77.63540697226084
FIR-BENGALURU-2024-00565,2024-12-27 07:31:00,ROBBERY,ROBBERY incident reported in South East (Koramangala),South East (Koramangala),False,South East (Koramangala),12.910473477535303,77.63536629939065
FIR-BENGALURU-2023-00566,2023-09-10 22:35:00,THEFT,THEFT incident reported in Central (Majestic/MG Road),Central (Majestic/MG Road),False,Central (Majestic/MG Road),13.00598664104233,77.56124561723765
FIR-BENGALURU-2026-00567,2026-03-31 12:58:00,ROBBERY,ROBBERY incident reported in South (Jayanagar),South (Jayanagar),False,South (Jayanagar),12.940545053685868,77.57869178863783
FIR-BENGALURU-2023-00568,2023-11-21 11:20:00,CYBER,CYBER incident reported in South (Jayanagar),South (Jayanagar),True,South (Jayanagar),12.921127579780304,77.60822573003051
FIR-BENGALURU-2026-00569,2026-05-06 10:18:00,THEFT,THEFT incident reported in South East (Koramangala),South East (Koramangala),True,South East (Koramangala),12.955381313134675,77.59658347409656
FIR-BENGALURU-2024-00570,2024-07-17 07:59:00,ROBBERY,ROBBERY incident reported in IT Corridor (Whitefield),IT Corridor (Whitefield),False,IT Corridor (Whitefield),12.94381783259475,77.75928096430022
FIR-BENGALURU-2025-00571,2025-05-06 13:45:00,ASSAULT,ASSAULT incident reported in Central (Majestic/MG Road),Central (Majestic/MG Road),False,Central (Majestic/MG Road),13.010316015556034,77.58451259295457
FIR-BENGALURU-2025-00572,2025-09-15 04:51:00,THEFT,THEFT incident reported in South East (Koramangala),South East (Koramangala),False,South East (Koramangala),12.961948074641368,77.61701083667349
FIR-BENGALURU-2025-00573,2025-10-18 21:50:00,THEFT,THEFT incident reported in South East (Koramangala),South East (Koramangala),False,South East (Koramangala),12.923489092596158,77.63575574566525
FIR-BENGALURU-2025-00574,2025-03-11 09:53:00,CYBER,CYBER incident reported in South East (Koramangala),South East (Koramangala),True,South East (Koramangala),12.931957510066738,77.64082409138224
FIR-BENGALURU-2023-00575,2023-10-15 05:28:00,BURGLARY,BURGLARY incident reported in South (Jayanagar),South (Jayanagar),False,South (Jayanagar),12.967192316653767,77.57368728917548
FIR-BENGALURU-2025-00576,2025-07-06 18:02:00,ROBBERY,ROBBERY incident reported in North (Malleswaram),North (Malleswaram),True,North (Malleswaram),13.036699554240954,77.56333113531353
FIR-BENGALURU-2026-00577,2026-06-06 10:04:00,THEFT,THEFT incident reported in IT Corridor (Whitefield),IT Corridor (Whitefield),False,IT Corridor (Whitefield),12.957090653363212,77.71603038086967
FIR-BENGALURU-2023-00578,2023-11-14 00:40:00,ASSAULT,ASSAULT incident reported in North (Malleswaram),North (Malleswaram),False,North (Malleswaram),13.009841596402627,77.58646040936723
FIR-BENGALURU-2024-00579,2024-08-11 06:18:00,ASSAULT,ASSAULT incident reported in North (Malleswaram),North (Malleswaram),False,North (Malleswaram),13.007124853402813,77.54762053333778
FIR-BENGALURU-2025-00580,2025-01-18 19:03:00,ROBBERY,ROBBERY incident reported in IT Corridor (Whitefield),IT Corridor (Whitefield),True,IT Corridor (Whitefield),12.975287444029593,77.77037202301713
FIR-BENGALURU-2025-00581,2025-10-26 05:13:00,THEFT,THEFT incident reported in South East (Koramangala),South East (Koramangala),False,South East (Koramangala),12.956328683146841,77.60858421559814
FIR-BENGALURU-2025-00582,2025-06-14 04:00:00,ASSAULT,ASSAULT incident reported in East (Indiranagar),East (Indiranagar),True,East (Indiranagar),12.968459357856988,77.61612421842874
FIR-BENGALURU-2024-00583,2024-07-21 19:35:00,THEFT,THEFT incident reported in South (Jayanagar),South (Jayanagar),False,South (Jayanagar),12.939354221922455,77.56798905741586
FIR-BENGALURU-2023-00584,2023-03-17 17:38:00,ASSAULT,ASSAULT incident reported in Central (Majestic/MG Road),Central (Majestic/MG Road),False,Central (Majestic/MG Road),12.983019409139423,77.57328266463412
FIR-BENGALURU-2024-00585,2024-05-10 04:54:00,CYBER,CYBER incident reported in Central (Majestic/MG Road),Central (Majestic/MG Road),False,Central (Majestic/MG Road),13.00960447043624,77.53231629972166
FIR-BENGALURU-2023-00586,2023-09-26 23:57:00,ASSAULT,ASSAULT incident reported in South East (Koramangala),South East (Koramangala),False,South East (Koramangala),12.947969620181357,77.60550425474193
FIR-BENGALURU-2023-00587,2023-08-26 21:47:00,CYBER,CYBER incident reported in East (Indiranagar),East (Indiranagar),False,East (Indiranagar),12.97620336839854,77.67776523787663
FIR-BENGALURU-2025-00588,2025-06-17 02:48:00,CYBER,CYBER incident reported in East (Indiranagar),East (Indiranagar),False,East (Indiranagar),12.993303770547605,77.62064436933264
FIR-BENGALURU-2024-00589,2024-04-02 19:54:00,CYBER,CYBER incident reported in South (Jayanagar),South (Jayanagar),False,South (Jayanagar),12.949525949154177,77.59459736407436
FIR-BENGALURU-2025-00590,2025-10-24 10:59:00,CYBER,CYBER incident reported in East (Indiranagar),East (Indiranagar),False,East (Indiranagar),12.998389986482437,77.65676907609254
FIR-BENGALURU-2026-00591,2026-04-06 16:32:00,CYBER,CYBER incident reported in North (Malleswaram),North (Malleswaram),False,North (Malleswaram),12.988077634204036,77.57136776516852
FIR-BENGALURU-2024-00592,2024-09-12 14:41:00,THEFT,THEFT incident reported in South (Jayanagar),South (Jayanagar),False,South (Jayanagar),12.930069060693159,77.59062348522109
FIR-BENGALURU-2023-00593,2023-10-03 03:17:00,THEFT,THEFT incident reported in Central (Majestic/MG Road),Central (Majestic/MG Road),True,Central (Majestic/MG Road),12.977108095555586,77.5600874176911
FIR-BENGALURU-2023-00594,2023-10-26 13:47:00,CYBER,CYBER incident reported in South East (Koramangala),South East (Koramangala),False,South East (Koramangala),12.922999866497651,77.60999508104607
FIR-BENGALURU-2025-00595,2025-08-28 00:39:00,THEFT,THEFT incident reported in Central (Majestic/MG Road),Central (Majestic/MG Road),True,Central (Majestic/MG Road),12.9740381049971,77.5784172724715
FIR-BENGALURU-2023-00596,2023-02-12 19:48:00,THEFT,THEFT incident reported in South East (Koramangala),South East (Koramangala),False,South East (Koramangala),12.933959948906502,77.62979128768356
FIR-BENGALURU-2025-00597,2025-11-01 03:03:00,CYBER,CYBER incident reported in South (Jayanagar),South (Jayanagar),True,South (Jayanagar),12.937995275079446,77.55910707708263
FIR-BENGALURU-2025-00598,2025-04-23 09:59:00,THEFT,THEFT incident reported in IT Corridor (Whitefield),IT Corridor (Whitefield),False,IT Corridor (Whitefield),12.967274020340973,77.75580000993226
FIR-BENGALURU-2024-00599,2024-04-15 19:16:00,ROBBERY,ROBBERY incident reported in North (Malleswaram),North (Malleswaram),False,North (Malleswaram),12.993503008082005,77.55574206970286
FIR-BENGALURU-2024-00600,2024-09-17 18:56:00,ROBBERY,ROBBERY incident reported in IT Corridor (Whitefield),IT Corridor (Whitefield),True,IT Corridor (Whitefield),12.97804262682873,77.72989892477125
FIR-BENGALURU-2023-00601,2023-05-09 02:12:00,ASSAULT,ASSAULT incident reported in South East (Koramangala),South East (Koramangala),False,South East (Koramangala),12.949560466395711,77.63528788895638
FIR-BENGALURU-2026-00602,2026-05-04 03:23:00,THEFT,THEFT incident reported in South East (Koramangala),South East (Koramangala),True,South East (Koramangala),12.94380718915495,77.60829739241348
FIR-BENGALURU-2024-00603,2024-04-22 19:04:00,CYBER,CYBER incident reported in Central (Majestic/MG Road),Central (Majestic/MG Road),False,Central (Majestic/MG Road),13.01329578699609,77.560379883596
FIR-BENGALURU-2024-00604,2024-11-20 13:53:00,CYBER,CYBER incident reported in South East (Koramangala),South East (Koramangala),True,South East (Koramangala),12.90286922012287,77.64457157343197
FIR-BENGALURU-2025-00605,2025-09-28 03:09:00,ASSAULT,ASSAULT incident reported in IT Corridor (Whitefield),IT Corridor (Whitefield),False,IT Corridor (Whitefield),12.978572039675246,77.7503563855212
FIR-BENGALURU-2024-00606,2024-02-04 15:44:00,ROBBERY,ROBBERY incident reported in South East (Koramangala),South East (Koramangala),False,South East (Koramangala),12.940303425889422,77.62430347067406
FIR-BENGALURU-2024-00607,2024-08-21 15:25:00,THEFT,THEFT incident reported in Central (Majestic/MG Road),Central (Majestic/MG Road),True,Central (Majestic/MG Road),12.985732642593865,77.55061200746177
FIR-BENGALURU-2025-00608,2025-04-13 09:43:00,THEFT,THEFT incident reported in Central (Majestic/MG Road),Central (Majestic/MG Road),False,Central (Majestic/MG Road),12.947995702696698,77.56573576104415
FIR-BENGALURU-2023-00609,2023-02-07 17:09:00,THEFT,THEFT incident reported in IT Corridor (Whitefield),IT Corridor (Whitefield),False,IT Corridor (Whitefield),12.971255879755551,77.74800325346203
FIR-BENGALURU-2024-00610,2024-05-30 15:25:00,THEFT,THEFT incident reported in East (Indiranagar),East (Indiranagar),False,East (Indiranagar),12.961624895166695,77.63620324584781
FIR-BENGALURU-2025-00611,2025-05-27 09:50:00,CYBER,CYBER incident reported in IT Corridor (Whitefield),IT Corridor (Whitefield),False,IT Corridor (Whitefield),12.979150521186792,77.73818160156226
FIR-BENGALURU-2026-00612,2026-03-01 15:57:00,CYBER,CYBER incident reported in South East (Koramangala),South East (Koramangala),True,South East (Koramangala),12.961820940391767,77.62591146027067
FIR-BENGALURU-2024-00613,2024-07-17 01:15:00,THEFT,THEFT incident reported in Central (Majestic/MG Road),Central (Majestic/MG Road),False,Central (Majestic/MG Road),12.957454568683167,77.56001796928471
FIR-BENGALURU-2026-00614,2026-01-08 13:15:00,THEFT,THEFT incident reported in East (Indiranagar),East (Indiranagar),False,East (Indiranagar),12.996039465366039,77.63680317862752
FIR-BENGALURU-2025-00615,2025-12-26 23:57:00,ASSAULT,ASSAULT incident reported in South (Jayanagar),South (Jayanagar),True,South (Jayanagar),12.934426820592767,77.61197873469986
FIR-BENGALURU-2024-00616,2024-04-20 08:48:00,CYBER,CYBER incident reported in IT Corridor (Whitefield),IT Corridor (Whitefield),False,IT Corridor (Whitefield),12.988078671477314,77.75546387891927
FIR-BENGALURU-2025-00617,2025-02-14 06:50:00,THEFT,THEFT incident reported in Central (Majestic/MG Road),Central (Majestic/MG Road),False,Central (Majestic/MG Road),12.964062065626035,77.55710618802252
FIR-BENGALURU-2024-00618,2024-01-15 09:14:00,ASSAULT,ASSAULT incident reported in North (Malleswaram),North (Malleswaram),True,North (Malleswaram),13.001794954690562,77.55846133800803
FIR-BENGALURU-2023-00619,2023-04-21 20:37:00,CYBER,CYBER incident reported in East (Indiranagar),East (Indiranagar),True,East (Indiranagar),12.97527781438737,77.63166906804398
FIR-BENGALURU-2023-00620,2023-06-02 02:23:00,CYBER,CYBER incident reported in South East (Koramangala),South East (Koramangala),True,South East (Koramangala),12.924245763478039,77.64210845162458
FIR-BENGALURU-2024-00621,2024-03-26 22:18:00,CYBER,CYBER incident reported in South (Jayanagar),South (Jayanagar),False,South (Jayanagar),12.932908320116992,77.59386813252652
FIR-BENGALURU-2026-00622,2026-06-29 21:38:00,CYBER,CYBER incident reported in Central (Majestic/MG Road),Central (Majestic/MG Road),False,Central (Majestic/MG Road),12.981290916546332,77.58711875565507
FIR-BENGALURU-2025-00623,2025-07-31 12:31:00,THEFT,THEFT incident reported in East (Indiranagar),East (Indiranagar),False,East (Indiranagar),12.997341797723772,77.64545638858348
FIR-BENGALURU-2025-00624,2025-09-07 21:05:00,CYBER,CYBER incident reported in Central (Majestic/MG Road),Central (Majestic/MG Road),False,Central (Majestic/MG Road),12.974254121240477,77.58680484764935
FIR-BENGALURU-2024-00625,2024-11-11 08:59:00,THEFT,THEFT incident reported in South (Jayanagar),South (Jayanagar),False,South (Jayanagar),12.906516401422286,77.58869007190505
FIR-BENGALURU-2024-00626,2024-03-25 16:51:00,CYBER,CYBER incident reported in North (Malleswaram),North (Malleswaram),True,North (Malleswaram),12.995804976190676,77.55772329728657
FIR-BENGALURU-2025-00627,2025-04-19 09:03:00,ROBBERY,ROBBERY incident reported in IT Corridor (Whitefield),IT Corridor (Whitefield),False,IT Corridor (Whitefield),12.971425490019652,77.74387386729133
